word,mean_likeness,std_likeness
consolar,2.6,0.8944
probable,2.2,0.8367
relativo,2.2,0.4472
medieval,2.2,0.4472
significativo,2.8,0.4472
bajo,2,0.7071
espacial,2.6,0.5477
entraña,1,0
dulce,3,0
sigla,2.2,0.4472
erigir,2.4,0.5477
vídeo,2.6,0.5477
laboratorio,1.8,0.8367
niebla,1.8,0.8367
disminuir,1.4,0.5477
azúcar,3,0
cumpleaños,3,0
rumor,1.6,0.5477
bus,2,0
deuda,1.2,0.4472
ejecución,2.4,0.8944
funcionamiento,2.8,0.4472
vapor,2,0
continente,2,0
disimular,1.8,0.4472
paciente,2,0.7071
salto,2.4,0.5477
instinto,2.6,0.5477
mañana,2.8,0.4472
infante,2.6,0.5477
solar,2.6,0.5477
tarjeta,2.2,0.4472
software,2.2,0.4472
agujero,1.4,0.5477
crédito,2,1
carecer,1.2,0.4472
manga,2,0
manifestación,2.2,0.8367
cortina,2.2,0.4472
tropezar,1.4,0.5477
humilde,3,0
rozar,2.6,0.5477
tragar,1.8,0.4472
desplazar,2,0.7071
placa,2.2,0.4472
seleccionar,2.4,0.5477
lecho,2.2,1.0954
totalidad,2.4,0.5477
rabia,1,0
creador,2.6,0.5477
desprender,1.8,0.4472
revolucionario,2.8,0.4472
sillón,2.8,0.4472
incrementar,2,0
saco,2.2,0.4472
enloquecer,1,0
guerrero,1.6,0.5477
relativamente,2.2,0.4472
sombrero,2.2,0.4472
rastro,2,0
camión,2.4,0.5477
encargado,2.4,0.5477
ducado,1.8,0.4472
baloncesto,3,0
inteligente,3,0
aerolínea,2.6,0.5477
mudar,2,0
depresión,1.2,0.4472
referenciar,2,0
senador,2,0
bola,2.2,0.4472
recinto,2.4,0.5477
sobrino,3,0
lastimar,1,0
cinta,2,0
atlético,3,0
noroeste,2,0
rocío,2.6,0.5477
dragón,2.2,0.8367
frágil,2.2,0.4472
explosión,1.6,0.8944
aviación,2.8,0.4472
cumbre,2.6,0.5477
intensidad,2,0
traducción,1.8,0.4472
grueso,1.8333,0.7528
nido,2.8333,0.4082
empresario,2.1667,0.4082
resolución,2.3333,0.5164
popularidad,2.3333,0.5164
conferencia,2.3333,0.5164
norma,2.1667,0.4082
interminable,2,0.6325
mandato,2,0.6325
temprano,2.5,0.5477
componente,2,0
duración,2,0
marchito,1.6667,0.5164
incendio,1.1667,0.4082
distante,1.4,0.5477
demanda,1.6,0.8944
adaptación,2.4,0.5477
vereda,2,0.7071
centímetro,2,0.7071
jazz,2.4,0.8944
costo,2,0
fuerte,2.8,0.4472
visible,2.2,0.4472
cena,2.8,0.4472
tubo,2,0
billete,2.6,0.5477
sinopsis,2.6,0.5477
artificial,1.4,0.5477
cómic,2.6,0.5477
suavemente,2.8,0.4472
ingeniería,2,0
pasaje,2.6,0.5477
combinación,2,0
turno,1.6,0.5477
seno,2.4,0.5477
hierba,3,0
circular,2.2,0.8367
incapaz,1.2,0.4472
orar,1.8,0.4472
socio,2,0
aportar,2.4,0.5477
democracia,3,0
guitarrista,2.8,0.4472
escritura,2.6,0.5477
ampliar,2.8,0.4472
sed,1.4,0.8944
alegrar,2.6,0.5477
emisión,2.2,0.4472
tráfico,1.4,0.5477
convocar,2.4,0.5477
espectador,2.2,0.8367
caro,1,0
desgracia,1.2,0.4472
transmisión,2,0.7071
líquido,2.4,0.8944
confusión,2,1
fachada,1.8,0.8367
matemático,2.2,0.8367
digital,2.2,0.4472
campana,2.2,0.8367
extraordinario,2.8,0.4472
piloto,2.2,0.4472
aeronave,2.2,0.4472
pasajero,2.6,0.5477
fugaz,2.6,0.5477
apellido,2,0
sujeto,2.4,0.5477
mismo,2.2,0.4472
chocolate,3,0
vengar,1.4,0.8944
chocar,1.4,0.8944
tiro,1.6,0.5477
web,2.6,0.5477
quieto,2,0
vomitar,1,0
quizas,2,0
amado,3,0
disparo,1.6,0.5477
alcance,2,0
presidencial,2,0
era,2.4,0.5477
sábana,2.8,0.4472
frecuentemente,2.2,0.4472
intelectual,2.6,0.5477
ceniza,1.8,0.4472
territorial,1.8,0.8367
percatar,2.2,0.4472
music,2.6,0.5477
colonial,2.4,0.5477
proclamar,2.4,0.5477
acumular,2,0.7071
enfrentamiento,1.4,0.5477
natural,2.8,0.4472
mando,2.2,0.8367
paloma,2.6,0.8944
vas,2.4,0.5477
pétalo,3,0
acelerar,2.4,0.5477
funcionario,1.8,0.4472
almohada,2.8,0.4472
particularmente,2.2,0.4472
vital,2.8,0.4472
liberación,3,0
profundo,2.4,0.5477
sustancia,2,0
cáncer,1.2,0.4472
nervio,1.6,0.5477
reina,2.6,0.5477
manzana,3,0
encanto,2.6,0.5477
doblar,2.2,0.4472
etimología,2.2,0.4472
américa,2.4,0.5477
informe,1.8,0.8367
consumo,1.6,0.5477
armonía,3,0
sediento,1.4,0.5477
voltear,2.2,0.8367
gordo,1.8,0.4472
barrera,1.8,0.8367
aceite,2,0.7071
impregnar,2.6,0.5477
observación,2.8,0.4472
parlamento,2.6,0.5477
delito,1.6,0.8944
tapar,2,0
paquete,2.2,0.4472
consciente,2.4,0.5477
fusionar,2.6,0.5477
deje,2.2,0.4472
trago,2.2,0.8367
feria,2.6,0.5477
sorbo,2.2,0.8367
empleo,2.8,0.4472
debe,1.8,0.4472
conservación,2,1
helar,2.2,0.4472
uña,1.6,0.5477
cristiano,1.8,0.4472
hada,2.8,0.4472
aislar,2,0.7071
ahi,1.8,0.4472
inocencia,2.6,0.5477
destrozar,1.8,0.8367
verso,2.4,0.5477
microsoft,2,0.7071
culto,1.4,0.5477
archivo,2.2,0.4472
ejemplar,2.8,0.4472
misa,1.6,0.5477
procedimiento,2,1
fusión,2.4,0.5477
manto,2.6,0.5477
navegar,3,0
educativo,2.2,0.8367
curar,2.8,0.4472
plano,2.2,0.4472
suspender,2,0.7071
castigo,1,0
boda,2.6,0.5477
picar,1.8,0.8367
llamada,2,0.7071
toclop,2,0
esfumar,2.2,0.8367
argumentar,2.4,0.5477
índice,2.2,0.4472
calcular,2.4,0.8944
escalofrío,1.6,0.5477
tonto,1.6,0.5477
pulmón,2,0
primero,2.8,0.4472
tela,2.6,0.5477
lleno,2.2,0.8367
realista,2.6,0.5477
palma,2.2,0.4472
colonia,2,0.7071
falda,1.8,0.4472
entrevista,1.8,0.4472
montón,2.4,0.5477
sacrificio,2,1
práctica,2.6,0.5477
perciforme,2.4,0.5477
agrupación,2.4,0.5477
asistencia,2.6,0.5477
navidad,3,0
penumbra,1.8,0.8367
extraer,2,0
separación,1.6,0.5477
conducta,2,0
digno,3,0
templar,2.6,0.5477
tronco,2.2,0.4472
grita,1.8,0.8367
estómago,2,0.7071
atmósfera,2.4,0.5477
escritorio,2.2,0.4472
paciente,2.4,0.5477
añorar,1.6,0.5477
fundir,1.8,0.4472
rico,2.6,0.5477
adornar,2.8,0.4472
pasajero,2.2,0.4472
lateral,2,0
programación,2.6,0.5477
maria,1.8,0.4472
dictadura,1.2,0.4472
global,2,0.7071
proteína,2.2,0.8367
ansiedad,1,0
explotación,1.4,0.5477
exterior,2.4,0.5477
vegetación,2.8,0.4472
miseria,1.2,0.4472
culpable,1.4,0.5477
claridad,2.8,0.4472
secreto,1.8,0.4472
naranja,2.8,0.4472
teatral,2.2,0.4472
caza,1.6,0.5477
gigante,1.8,0.8367
examen,1.6,0.5477
plantear,2,0.7071
asignar,2,0
amanecer,3,0
fallar,1,0
corriente,2.2,0.4472
sera,2.2,0.4472
deshacer,1.8,0.8367
celo,1.6,0.5477
jurídico,1.8,0.4472
primitivo,1.8,0.4472
rescatar,2.6,0.5477
sollozo,1,0
gobernación,2,0.7071
agotar,1.6,0.5477
bala,1.6,0.8944
partícula,2.4,0.5477
mudo,1.4,0.5477
regimiento,2.2,0.4472
revisar,1.8,0.8367
volcán,2,0.7071
transformación,2.2,0.8367
pastor,2.6,0.5477
dañar,1,0
agonía,1.2,0.4472
lástima,1.6,0.8944
diámetro,2,0
hermanar,3,0
espina,1.4,0.5477
computador,2.6,0.5477
esfera,2.2,0.4472
bandera,2.4,0.5477
castigar,1,0
influir,2.4,0.5477
super,2.6,0.5477
prolongar,1.8,0.4472
desnudar,2.6,0.5477
masivo,1.8,0.4472
ligeramente,2.2,0.4472
hueco,1.8,0.4472
analizar,2,0.7071
alrededor,2.2,0.4472
defecto,1.6,0.5477
realización,2.8,0.4472
penar,1.2,0.4472
tragedia,1,0
compra,2.4,0.5477
gigante,2,0
residencia,2.6,0.5477
diálogo,3,0
datar,2,0
rebelión,1.6,0.5477
investigador,2.4,0.5477
afuera,2.2,0.4472
dvd,2.2,0.4472
film,2.8,0.4472
caos,1.6,0.8944
administrativo,1.8,0.4472
inversión,2.2,0.4472
señorito,2.2,0.8367
guiar,2.4,0.5477
correo,2,0
bebé,2.6,0.5477
enojar,1.4,0.5477
juzgar,2,0
juvenil,2.6,0.5477
constantemente,2,0
poblado,2,0
antigüedad,2,0
nadar,2.8,0.4472
respectar,2,0.7071
resignar,1.6,0.5477
inmóvil,2,0
masculino,2.2,0.4472
anhelar,2.2,0.8367
músculo,2.2,0.4472
influenciar,1.8,0.4472
top,2.2,0.4472
vecino,2.4,0.5477
infantería,2,0.7071
remedio,2,0.7071
esencial,2.2,0.4472
quinto,2,0
narrar,2.6,0.5477
luminoso,2.8,0.4472
trasero,1.8,0.4472
tornar,2,0
platicar,2.4,0.8944
cinematográfico,2.8,0.4472
anoche,2.6,0.5477
experimento,2.2,0.4472
forestal,2.8,0.4472
fragmento,2.4,0.5477
alternativa,2.6,0.5477
queso,2.8,0.4472
inmensidad,2.6,0.5477
gloria,2.8,0.4472
sentencia,1.8,0.4472
exclusivamente,2.2,0.4472
estrecho,2,0.7071
adicional,2.2,0.4472
útil,3,0
adorar,2.4,0.5477
variación,2.4,0.5477
aparentemente,2.2,0.4472
entrenamiento,2.2,0.4472
marítimo,2.4,0.5477
inevitable,2.2,0.4472
llanura,2.6,0.5477
estan,2,0
mariano,2.2,0.4472
prisionero,1.2,0.4472
absolutamente,2.2,0.4472
sabiduría,3,0
concilio,2.6,0.5477
ejecutivo,2.2,0.4472
subespecie,2,0
iniciativa,2.8,0.4472
suspirar,2.6,0.5477
veneno,1.4,0.5477
largar,1.8,0.4472
influyente,1.8,0.4472
sutil,2.6,0.5477
exclamar,2,0
ardiente,2.2,0.4472
estrecho,2,0.7071
euro,2.2,0.4472
objetivo,2.6,0.5477
facilitar,2.4,0.5477
sedar,2,0
profesión,2.2,0.4472
septentrional,2.2,0.4472
investigar,2.8,0.4472
campamento,2.8,0.4472
horror,1.6,0.8944
subtropical,2.4,0.5477
cerdo,2.2,0.4472
postura,2,0
barra,1.8,0.4472
perspectiva,2.6,0.5477
esclavo,1.2,0.4472
absorber,2.2,0.4472
responsable,2.8,0.4472
chico,2.4,0.5477
ansioso,2,0.7071
cero,1.6,0.5477
deja,2,0
enamorado,3,0
sinfónico,2.8,0.4472
caballería,2.8,0.4472
amoroso,3,0
sabana,2.4,0.5477
contraer,1.8,0.4472
visual,2.4,0.5477
vincular,2.6,0.5477
terremoto,1,0
licenciar,2.4,0.5477
republicano,2.2,0.4472
giro,2,0
elegante,3,0
aguar,1.6,0.5477
melancolía,1,0
comparación,1.8,0.4472
miembro,2.2,0.4472
ángulo,1.8,0.4472
atracción,3,0
reojo,1.8,0.4472
significado,2.4,0.5477
congelar,1.4,0.5477
pistola,1,0
amable,3,0
comedia,3,0
central,1.8,0.4472
doloroso,1,0
facilidad,3,0
sublime,3,0
prado,2.8,0.4472
tejer,2.4,0.5477
flujo,2.2,0.8367
enfermero,1.8,0.4472
paciencia,2.8,0.4472
térmico,2.6,0.5477
civilización,2.6,0.5477
introducción,2,0
pionero,2.8,0.4472
ramal,2,0
peña,2.4,0.5477
angel,3,0
rubio,2.2,0.4472
cajón,2,0
restauración,2.6,0.5477
lógica,2.4,0.5477
that,2,0
sien,2,0
contento,3,0
administrativo,1.8,0.4472
taxi,2,0
petición,2,0
